city,aqi,date
Kalyan,74,2 Aug 2026
Kannur,45,2 Aug 2026
Kanpur,46,2 Aug 2026
Karauli,42,2 Aug 2026
Karnal,62,2 Aug 2026
Karwar,86,2 Aug 2026
Katihar,68,2 Aug 2026
Katni,50,2 Aug 2026
Keonjhar,41,2 Aug 2026
Khanna,65,2 Aug 2026
Khora,104,2 Aug 2026
Khurja,58,2 Aug 2026
Kishanganj,44,2 Aug 2026
Kohima,56,2 Aug 2026
Kolhapur,37,2 Aug 2026
Kolkata,62,2 Aug 2026
Korba,43,2 Aug 2026
Kota,38,2 Aug 2026
Kunjemura,98,2 Aug 2026
Kurnool,31,2 Aug 2026
Kurukshetra,68,2 Aug 2026
Latur,42,2 Aug 2026
Lucknow,92,2 Aug 2026
Ludhiana,69,2 Aug 2026
Machilipatnam,68,2 Aug 2026
Madikeri,14,2 Aug 2026
Mahad,49,2 Aug 2026
Mandideep,28,2 Aug 2026
Mandi gobindgarh,109,2 Aug 2026
Mandikhera,99,2 Aug 2026
Manesar,47,2 Aug 2026
Mangalore,60,2 Aug 2026
Mathura,35,2 Aug 2026
Meerut,70,2 Aug 2026
Mehsana,67,2 Aug 2026
Mira-bhayandar,40,2 Aug 2026
Moradabad,52,2 Aug 2026
Mumbai,52,2 Aug 2026
Munger,71,2 Aug 2026
Muzaffarnagar,59,2 Aug 2026
Muzaffarpur,50,2 Aug 2026
Mysuru,118,2 Aug 2026
Nagaur,49,2 Aug 2026
Nagpur,35,2 Aug 2026
Naharlagun,34,2 Aug 2026
Nalbari,36,2 Aug 2026
Nanded,33,2 Aug 2026
Nandesari,120,2 Aug 2026
Narnaul,77,2 Aug 2026
Nashik,30,2 Aug 2026
Navi mumbai,43,2 Aug 2026
Nellore,60,2 Aug 2026
Noida,71,2 Aug 2026
Pali,62,2 Aug 2026
Palwal,53,2 Aug 2026
Pampore,30,2 Aug 2026
Panchgaon,22,2 Aug 2026
Panchkula,37,2 Aug 2026
Panipat,111,2 Aug 2026
Parbhani,23,2 Aug 2026
Patiala,40,2 Aug 2026
Patna,70,2 Aug 2026
Pimpri-chinchwad,53,2 Aug 2026
Pithampur,41,2 Aug 2026
Pratapgarh,38,2 Aug 2026
Prayagraj,42,2 Aug 2026
Puducherry,49,2 Aug 2026
Pune,50,2 Aug 2026
Purnia,57,2 Aug 2026
Raebareli,72,2 Aug 2026
Raipur,30,2 Aug 2026
Rairangpur,31,2 Aug 2026
Rajamahendravaram,96,2 Aug 2026
Rajkot,64,2 Aug 2026
Rajsamand,55,2 Aug 2026
Ramanagara,33,2 Aug 2026
Ratlam,35,2 Aug 2026
Rishikesh,37,2 Aug 2026
Rohtak,51,2 Aug 2026
Rourkela,42,2 Aug 2026
Rupnagar,100,2 Aug 2026
Sagar,35,2 Aug 2026
Saharsa,137,2 Aug 2026
Samastipur,82,2 Aug 2026
Sangli,41,2 Aug 2026
Satara,47,2 Aug 2026
Satna,70,2 Aug 2026
Sawai madhopur,36,2 Aug 2026
Shamli,86,2 Aug 2026
Shillong,24,2 Aug 2026
Sikar,44,2 Aug 2026
Silchar,57,2 Aug 2026
Siliguri,111,2 Aug 2026
Singrauli,74,2 Aug 2026
Sirohi,30,2 Aug 2026
Sirsa,86,2 Aug 2026
Siwan,105,2 Aug 2026
Solapur,51,2 Aug 2026
Sonipat,132,2 Aug 2026
Sri ganganagar,115,2 Aug 2026
Srinagar,37,2 Aug 2026
Surat,65,2 Aug 2026
Talcher,60,2 Aug 2026
Tensa,46,2 Aug 2026
Thane,49,2 Aug 2026
Thiruvananthapuram,34,2 Aug 2026
Thrissur,39,2 Aug 2026
Tirumala,41,2 Aug 2026
Tirupati,59,2 Aug 2026
Tonk,54,2 Aug 2026
Tumidih,75,2 Aug 2026
Udaipur,95,2 Aug 2026
Ujjain,40,2 Aug 2026
Ulhasnagar,34,2 Aug 2026
Vadodara,70,2 Aug 2026
Vapi,43,2 Aug 2026
Varanasi,58,2 Aug 2026
Vatva,87,2 Aug 2026
Vijayapura,43,2 Aug 2026
Vijayawada,59,2 Aug 2026
Virar,46,2 Aug 2026
Visakhapatnam,109,2 Aug 2026
Vrindavan,27,2 Aug 2026
Yadgir,51,2 Aug 2026
Yamuna nagar,74,2 Aug 2026
अगरतला,49,1 Aug 2026
आगरा,72,1 Aug 2026
अहमदाबाद,43,1 Aug 2026
अहमदनगर,47,1 Aug 2026
आइजोल,25,1 Aug 2026
अजमेर,68,1 Aug 2026
अकोला,32,1 Aug 2026
अलवर,99,1 Aug 2026
अमरावती,35,1 Aug 2026
अंबाला,69,1 Aug 2026
अंबरनाथ,87,1 Aug 2026
अमरावती,19,1 Aug 2026
अमृतसर,92,1 Aug 2026
अनंतपुर,58,1 Aug 2026
अंकलेश्वर,53,1 Aug 2026
अररिया,47,1 Aug 2026
आसनसोल,47,1 Aug 2026
Aurangabad (Maharashtra),41,1 Aug 2026
बड़ी,102,1 Aug 2026
Badlapur,25,1 Aug 2026
बागलकोट,51,1 Aug 2026
Baghpat,66,1 Aug 2026
Bahadurgarh,63,1 Aug 2026
Balasore,48,1 Aug 2026
Ballabgarh,51,1 Aug 2026
बांसवाड़ा,67,1 Aug 2026
Baran,51,1 Aug 2026
Barbil,36,1 Aug 2026
बरेली,111,1 Aug 2026
Baripada,54,1 Aug 2026
बाड़मेर,110,1 Aug 2026
Barrackpore,52,1 Aug 2026
बठिंडा,85,1 Aug 2026
Beed,38,1 Aug 2026
Begusarai,202,1 Aug 2026
Belapur,54,1 Aug 2026
Bengaluru,42,1 Aug 2026
Bettiah,40,1 Aug 2026
भागलपुर,36,1 Aug 2026
भरतपुर,38,1 Aug 2026
भावनगर,59,1 Aug 2026
Bhilai,26,1 Aug 2026
भीलवाड़ा,66,1 Aug 2026
भिवाड़ी,76,1 Aug 2026
Bhiwandi,46,1 Aug 2026
भिवानी,57,1 Aug 2026
भोपाल,25,1 Aug 2026
भुवनेश्वर,51,1 Aug 2026
बीकानेर,115,1 Aug 2026
बिलासपुर,31,1 Aug 2026
Bileipada,76,1 Aug 2026
Boisar,49,1 Aug 2026
Brajrajnagar,65,1 Aug 2026
Bulandshahr,60,1 Aug 2026
Bundi,34,1 Aug 2026
Buxar,250,1 Aug 2026
Byasanagar,48,1 Aug 2026
Byrnihat (Assam),101,1 Aug 2026
Byrnihat (Meghalaya),151,1 Aug 2026
Chamarajanagar,42,1 Aug 2026
Chandigarh,40,1 Aug 2026
Chandrapur,38,1 Aug 2026
Charkhi dadri,101,1 Aug 2026
Chennai,76,1 Aug 2026
Chhal,107,1 Aug 2026
Chhapra,91,1 Aug 2026
Chikkaballapur,34,1 Aug 2026
Chikkamagaluru,38,1 Aug 2026
Chittoor,61,1 Aug 2026
Churu,69,1 Aug 2026
Coimbatore,32,1 Aug 2026
Cuddalore,54,1 Aug 2026
Cuttack,60,1 Aug 2026
Damoh,50,1 Aug 2026
Dausa,60,1 Aug 2026
Dehradun,31,1 Aug 2026
Delhi,80,1 Aug 2026
Dewas,62,1 Aug 2026
Dhanbad,106,1 Aug 2026
Dharuhera,80,1 Aug 2026
Dharwad,65,1 Aug 2026
Dholpur,59,1 Aug 2026
Dhule,21,1 Aug 2026
Dombivli,34,1 Aug 2026
Dungarpur,42,1 Aug 2026
Durgapur,58,1 Aug 2026
Eluru,58,1 Aug 2026
Faridabad,73,1 Aug 2026
Fatehabad,76,1 Aug 2026
Fatehpur sikri,33,1 Aug 2026
Firozabad,45,1 Aug 2026
Gajraula,44,1 Aug 2026
Gandhinagar,43,1 Aug 2026
Gaya,53,1 Aug 2026
Ghaziabad,74,1 Aug 2026
Gorakhpur,67,1 Aug 2026
Greater noida,111,1 Aug 2026
Gummidipoondi,119,1 Aug 2026
Guntur,53,1 Aug 2026
Gurugram,100,1 Aug 2026
Guwahati,41,1 Aug 2026
Gwalior,52,1 Aug 2026
Hajipur,40,1 Aug 2026
Haldia,45,1 Aug 2026
Hanumangarh,43,1 Aug 2026
Hapur,83,1 Aug 2026
Hingoli,29,1 Aug 2026
Hisar,55,1 Aug 2026
Howrah,64,1 Aug 2026
Hubballi,42,1 Aug 2026
Hyderabad,45,1 Aug 2026
Indore,33,1 Aug 2026
Jabalpur,57,1 Aug 2026
Jaipur,62,1 Aug 2026
Jaisalmer,81,1 Aug 2026
Jalandhar,52,1 Aug 2026
Jalgaon,44,1 Aug 2026
Jalna,23,1 Aug 2026
Jalore,65,1 Aug 2026
Jhalawar,62,1 Aug 2026
Jhansi,55,1 Aug 2026
Jhunjhunu,94,1 Aug 2026
Jind,40,1 Aug 2026
Jodhpur,75,1 Aug 2026
Jorapokhar,62,1 Aug 2026
Kadapa,55,1 Aug 2026
Kaithal,49,1 Aug 2026
Kakinada,60,1 Aug 2026
Kalaburagi,32,1 Aug 2026
Kalyan,75,1 Aug 2026
Kannur,44,1 Aug 2026
Kanpur,49,1 Aug 2026
Karauli,39,1 Aug 2026
Karwar,48,1 Aug 2026
Katihar,70,1 Aug 2026
Katni,38,1 Aug 2026
Keonjhar,42,1 Aug 2026
Khanna,65,1 Aug 2026
Khora,102,1 Aug 2026
Khurja,50,1 Aug 2026
Kishanganj,43,1 Aug 2026
Kohima,52,1 Aug 2026
Kolhapur,31,1 Aug 2026
Kolkata,56,1 Aug 2026
Korba,29,1 Aug 2026
Kota,48,1 Aug 2026
Kunjemura,61,1 Aug 2026
Kurnool,31,1 Aug 2026
Kurukshetra,45,1 Aug 2026
Latur,27,1 Aug 2026
Lucknow,64,1 Aug 2026
Ludhiana,68,1 Aug 2026
Machilipatnam,83,1 Aug 2026
Mahad,54,1 Aug 2026
Mandideep,98,1 Aug 2026
Mandi gobindgarh,112,1 Aug 2026
Mandikhera,97,1 Aug 2026
Manesar,53,1 Aug 2026
Manguraha,73,1 Aug 2026
Mathura,61,1 Aug 2026
Meerut,61,1 Aug 2026
Mehsana,46,1 Aug 2026
Milupara,42,1 Aug 2026
Mira-bhayandar,45,1 Aug 2026
Modinagar,37,1 Aug 2026
Moradabad,47,1 Aug 2026
Mumbai,58,1 Aug 2026
Muzaffarnagar,50,1 Aug 2026
Muzaffarpur,44,1 Aug 2026
Mysuru,44,1 Aug 2026
Nagaur,69,1 Aug 2026
Nagpur,35,1 Aug 2026
Naharlagun,22,1 Aug 2026
Nalbari,30,1 Aug 2026
Nanded,24,1 Aug 2026
Nandesari,220,1 Aug 2026
Narnaul,98,1 Aug 2026
Nashik,34,1 Aug 2026
Navi mumbai,50,1 Aug 2026
Nellore,63,1 Aug 2026
Noida,72,1 Aug 2026
Pali,81,1 Aug 2026
Pampore,27,1 Aug 2026
Panchgaon,39,1 Aug 2026
Panchkula,40,1 Aug 2026
Panipat,106,1 Aug 2026
Parbhani,21,1 Aug 2026
Patiala,35,1 Aug 2026
Patna,52,1 Aug 2026
Pimpri-chinchwad,48,1 Aug 2026
Pithampur,41,1 Aug 2026
Pratapgarh,41,1 Aug 2026
Prayagraj,40,1 Aug 2026
Puducherry,50,1 Aug 2026
Pune,49,1 Aug 2026
Purnia,58,1 Aug 2026
Raipur,16,1 Aug 2026
Rairangpur,31,1 Aug 2026
Rajamahendravaram,40,1 Aug 2026
Rajkot,47,1 Aug 2026
Rajsamand,70,1 Aug 2026
Ramanagara,35,1 Aug 2026
Ratlam,35,1 Aug 2026
Rishikesh,37,1 Aug 2026
Rohtak,55,1 Aug 2026
Rourkela,37,1 Aug 2026
Sagar,50,1 Aug 2026
Saharsa,59,1 Aug 2026
Sangli,35,1 Aug 2026
Satna,70,1 Aug 2026
Sawai madhopur,49,1 Aug 2026
Shamli,91,1 Aug 2026
Shillong,24,1 Aug 2026
Sikar,53,1 Aug 2026
Silchar,55,1 Aug 2026
Siliguri,119,1 Aug 2026
Singrauli,34,1 Aug 2026
Sirohi,54,1 Aug 2026
Sirsa,77,1 Aug 2026
Siwan,105,1 Aug 2026
Solapur,50,1 Aug 2026
Sonipat,133,1 Aug 2026
Sri ganganagar,71,1 Aug 2026
Srinagar,39,1 Aug 2026
Surat,41,1 Aug 2026
Talcher,48,1 Aug 2026
Tensa,49,1 Aug 2026
Thane,52,1 Aug 2026
Thiruvananthapuram,40,1 Aug 2026
Thoothukudi,65,1 Aug 2026
Thrissur,48,1 Aug 2026
Tirumala,44,1 Aug 2026
Tirupati,60,1 Aug 2026
Tonk,72,1 Aug 2026
Tumakuru,61,1 Aug 2026
Tumidih,77,1 Aug 2026
Ujjain,43,1 Aug 2026
Ulhasnagar,39,1 Aug 2026
Vadodara,70,1 Aug 2026
Vapi,31,1 Aug 2026
Varanasi,54,1 Aug 2026
Vatva,78,1 Aug 2026
Vijayapura,43,1 Aug 2026
Vijayawada,53,1 Aug 2026
Virar,49,1 Aug 2026
Visakhapatnam,104,1 Aug 2026
Vrindavan,30,1 Aug 2026
Yadgir,48,1 Aug 2026
Yamuna nagar,75,1 Aug 2026
अगरतला,79,9 Aug 2026
आगरा,80,9 Aug 2026
अहमदाबाद,93,9 Aug 2026
अहमदनगर,47,9 Aug 2026
आइजोल,14,9 Aug 2026
अकोला,45,9 Aug 2026
अलवर,79,9 Aug 2026
अमरावती,76,9 Aug 2026
अंबाला,108,9 Aug 2026
अंबरनाथ,90,9 Aug 2026
अमरावती,66,9 Aug 2026
अमृतसर,58,9 Aug 2026
अनंतपुर,67,9 Aug 2026
अंगुल,76,9 Aug 2026
अंकलेश्वर,70,9 Aug 2026
अररिया,40,9 Aug 2026
आरा,55,9 Aug 2026
आसनसोल,53,9 Aug 2026
Aurangabad (Maharashtra),53,9 Aug 2026
बड़ी,106,9 Aug 2026
Badlapur,23,9 Aug 2026
Baghpat,79,9 Aug 2026
Bahadurgarh,59,9 Aug 2026
Balasore,45,9 Aug 2026
Ballabgarh,82,9 Aug 2026
बांसवाड़ा,64,9 Aug 2026
Baran,54,9 Aug 2026
Barbil,38,9 Aug 2026
बरेली,46,9 Aug 2026
बाड़मेर,81,9 Aug 2026
Barrackpore,39,9 Aug 2026
बठिंडा,29,9 Aug 2026
Beed,46,9 Aug 2026
Begusarai,68,9 Aug 2026
Belapur,18,9 Aug 2026
बेलगाम,41,9 Aug 2026
Bengaluru,53,9 Aug 2026
Bettiah,26,9 Aug 2026
भागलपुर,89,9 Aug 2026
भरतपुर,42,9 Aug 2026
भावनगर,64,9 Aug 2026
Bhilai,20,9 Aug 2026
भीलवाड़ा,95,9 Aug 2026
भिवाड़ी,86,9 Aug 2026
Bhiwandi,44,9 Aug 2026
भिवानी,52,9 Aug 2026
भोपाल,80,9 Aug 2026
भुवनेश्वर,36,9 Aug 2026
बीकानेर,65,9 Aug 2026
बिलासपुर,22,9 Aug 2026
Boisar,55,9 Aug 2026
Brajrajnagar,47,9 Aug 2026
Bulandshahr,61,9 Aug 2026
Bundi,61,9 Aug 2026
Byasanagar,39,9 Aug 2026
Byrnihat (Assam),90,9 Aug 2026
Byrnihat (Meghalaya),89,9 Aug 2026
Chamarajanagar,45,9 Aug 2026
Chandigarh,35,9 Aug 2026
Chandrapur,57,9 Aug 2026
Charkhi dadri,167,9 Aug 2026
Chennai,70,9 Aug 2026
Chikkaballapur,23,9 Aug 2026
Chikkamagaluru,36,9 Aug 2026
Chittoor,59,9 Aug 2026
Chittorgarh,72,9 Aug 2026
Churu,55,9 Aug 2026
Coimbatore,26,9 Aug 2026
Cuttack,46,9 Aug 2026
Damoh,50,9 Aug 2026
Dausa,61,9 Aug 2026
Delhi,87,9 Aug 2026
Dewas,84,9 Aug 2026
Dharuhera,81,9 Aug 2026
Dharwad,63,9 Aug 2026
Dholpur,29,9 Aug 2026
Dhule,55,9 Aug 2026
Dombivli,35,9 Aug 2026
Dungarpur,114,9 Aug 2026
Durgapur,59,9 Aug 2026
Eluru,61,9 Aug 2026
Faridabad,98,9 Aug 2026
Fatehabad,52,9 Aug 2026
Fatehpur sikri,29,9 Aug 2026
Firozabad,35,9 Aug 2026
Gadag,82,9 Aug 2026
Gajraula,50,9 Aug 2026
Gandhinagar,96,9 Aug 2026
Gaya,39,9 Aug 2026
Ghaziabad,82,9 Aug 2026
Greater noida,133,9 Aug 2026
Gummidipoondi,120,9 Aug 2026
Guntur,86,9 Aug 2026
Gurugram,117,9 Aug 2026
Guwahati,38,9 Aug 2026
Gwalior,80,9 Aug 2026
Hajipur,43,9 Aug 2026
Haldia,28,9 Aug 2026
Hanumangarh,53,9 Aug 2026
Hingoli,336,9 Aug 2026
Hisar,34,9 Aug 2026
Howrah,47,9 Aug 2026
Hubballi,55,9 Aug 2026
Hyderabad,50,9 Aug 2026
Indore,64,9 Aug 2026
Jabalpur,50,9 Aug 2026
Jaipur,54,9 Aug 2026
Jaisalmer,114,9 Aug 2026
Jalandhar,59,9 Aug 2026
Jalgaon,50,9 Aug 2026
Jalna,58,9 Aug 2026
Jalore,89,9 Aug 2026
Jhalawar,72,9 Aug 2026
Jhansi,71,9 Aug 2026
Jhunjhunu,101,9 Aug 2026
Jind,39,9 Aug 2026
Jodhpur,80,9 Aug 2026
Jorapokhar,77,9 Aug 2026
Kadapa,70,9 Aug 2026
Kaithal,50,9 Aug 2026
Kalaburagi,31,9 Aug 2026
Kalyan,50,9 Aug 2026
Kannur,53,9 Aug 2026
Kanpur,65,9 Aug 2026
Karauli,36,9 Aug 2026
Karnal,51,9 Aug 2026
Karwar,57,9 Aug 2026
Khairthal,75,9 Aug 2026
Khanna,65,9 Aug 2026
Khora,106,9 Aug 2026
Khurja,81,9 Aug 2026
Kishanganj,42,9 Aug 2026
Kohima,50,9 Aug 2026
Kolhapur,36,9 Aug 2026
Kolkata,57,9 Aug 2026
Korba,31,9 Aug 2026
Kota,77,9 Aug 2026
Kunjemura,22,9 Aug 2026
Kurukshetra,47,9 Aug 2026
Latur,71,9 Aug 2026
Lucknow,61,9 Aug 2026
Ludhiana,74,9 Aug 2026
Machilipatnam,59,9 Aug 2026
Madikeri,17,9 Aug 2026
Mahad,56,9 Aug 2026
Maihar,34,9 Aug 2026
Malegaon,55,9 Aug 2026
Mandideep,83,9 Aug 2026
Mandi gobindgarh,119,9 Aug 2026
Mandikhera,98,9 Aug 2026
Manesar,54,9 Aug 2026
Mangalore,37,9 Aug 2026
Manguraha,70,9 Aug 2026
Mathura,63,9 Aug 2026
Meerut,74,9 Aug 2026
Mehsana,71,9 Aug 2026
Milupara,37,9 Aug 2026
Mira-bhayandar,34,9 Aug 2026
Modinagar,24,9 Aug 2026
Moradabad,49,9 Aug 2026
Mumbai,45,9 Aug 2026
Muzaffarnagar,63,9 Aug 2026
Muzaffarpur,43,9 Aug 2026
Mysuru,57,9 Aug 2026
Nagaur,59,9 Aug 2026
Nagpur,56,9 Aug 2026
Naharlagun,32,9 Aug 2026
Nanded,51,9 Aug 2026
Nandesari,61,9 Aug 2026
Narnaul,67,9 Aug 2026
Nashik,37,9 Aug 2026
Navi mumbai,44,9 Aug 2026
Nellore,56,9 Aug 2026
Noida,83,9 Aug 2026
Pali,149,9 Aug 2026
Palwal,103,9 Aug 2026
Pampore,27,9 Aug 2026
Panchgaon,79,9 Aug 2026
Panchkula,36,9 Aug 2026
Panipat,94,9 Aug 2026
Parbhani,30,9 Aug 2026
Patiala,38,9 Aug 2026
Patna,65,9 Aug 2026
Pimpri-chinchwad,59,9 Aug 2026
Pithampur,132,9 Aug 2026
Pratapgarh,86,9 Aug 2026
Prayagraj,44,9 Aug 2026
Puducherry,42,9 Aug 2026
Pune,61,9 Aug 2026
Purnia,55,9 Aug 2026
Raebareli,74,9 Aug 2026
Raipur,21,9 Aug 2026
Rairangpur,23,9 Aug 2026
Rajamahendravaram,56,9 Aug 2026
Rajkot,76,9 Aug 2026
Rajsamand,93,9 Aug 2026
Ramanagara,44,9 Aug 2026
Ratlam,51,9 Aug 2026
Rishikesh,37,9 Aug 2026
Rohtak,43,9 Aug 2026
Rourkela,43,9 Aug 2026
Sagar,40,9 Aug 2026
Saharsa,88,9 Aug 2026
Samastipur,39,9 Aug 2026
Sangli,52,9 Aug 2026
Satara,63,9 Aug 2026
Satna,70,9 Aug 2026
Sawai madhopur,60,9 Aug 2026
Shamli,57,9 Aug 2026
Shillong,35,9 Aug 2026
Shivamogga,53,9 Aug 2026
Sikar,46,9 Aug 2026
Silchar,53,9 Aug 2026
Siliguri,119,9 Aug 2026
Singrauli,71,9 Aug 2026
Sirohi,76,9 Aug 2026
Sirsa,88,9 Aug 2026
Siwan,104,9 Aug 2026
Solapur,45,9 Aug 2026
Sonipat,90,9 Aug 2026
Sri ganganagar,86,9 Aug 2026
Srinagar,30,9 Aug 2026
Surat,57,9 Aug 2026
Tensa,78,9 Aug 2026
Thane,48,9 Aug 2026
Thiruvananthapuram,43,9 Aug 2026
Thoothukudi,67,9 Aug 2026
Thrissur,42,9 Aug 2026
Tirumala,40,9 Aug 2026
Tirupati,55,9 Aug 2026
Tonk,88,9 Aug 2026
Tumidih,40,9 Aug 2026
Udaipur,101,9 Aug 2026
Ujjain,88,9 Aug 2026
Ulhasnagar,52,9 Aug 2026
Vadodara,79,9 Aug 2026
Vapi,48,9 Aug 2026
Varanasi,56,9 Aug 2026
Vatva,111,9 Aug 2026
Vijayawada,69,9 Aug 2026
Visakhapatnam,87,9 Aug 2026
Vrindavan,49,9 Aug 2026
Yadgir,50,9 Aug 2026
Yamuna nagar,83,9 Aug 2026
